state,city,address,zip,phone,latitude,longitude,store_url
California,Stockton,1616 E Hammer Ln,95210-4119,(209) 478-2040,38.019,-121.292,https://www.costco.com/warehouse-locations/stockton-california-38.html
California,Sunnyvale,150 Lawrence Station Rd,94086-5309,(408) 730-1892,37.372,-121.995,https://www.costco.com/warehouse-locations/sunnyvale-california-423.html
California,Temecula,26610 Ynez Rd,92591-4697,(951) 719-2000,33.521,-117.155,https://www.costco.com/warehouse-locations/temecula-california-491.html
California,Torrance,2640 Lomita Blvd,90505-5214,(310) 891-1020,33.807,-118.334,https://www.costco.com/warehouse-locations/torrance-california-1202.html
California,Tracy,3250 W Grant Line Rd,95304-8427,(209) 830-5340,37.751,-121.475,https://www.costco.com/warehouse-locations/tracy-california-658.html
California,Turlock,2955 N Tegner Rd,95380-9401,(209) 656-5301,37.519,-120.888,https://www.costco.com/warehouse-locations/turlock-california-782.html
California,Tustin,2700 Park Ave,92782-2708,(714) 338-1933,33.699,-117.823,https://www.costco.com/warehouse-locations/tustin-california-1001.html
California,Tustin,2655 El Camino Real,92782-8918,(714) 838-7895,33.728,-117.796,https://www.costco.com/warehouse-locations/tustin-california-122.html
California,Ukiah,1275 Airport Park Blvd,95482-7400,(707) 313-8004,39.127,-123.197,https://www.costco.com/warehouse-locations/ukiah-california-1297.html
California,Vacaville,1051 Hume Way,95687-5558,(707) 453-7343,38.351,-121.98,https://www.costco.com/warehouse-locations/vacaville-california-694.html
California,Vallejo,198 Plaza Dr,94591-3702,(707) 553-6400,38.133,-122.214,https://www.costco.com/warehouse-locations/vallejo-california-132.html
California,Van Nuys,6100 Sepulveda Blvd,91411-2503,(818) 989-5132,34.182,-118.464,https://www.costco.com/warehouse-locations/van-nuys-california-48.html
California,Victorville,14555 Valley Center Dr,92395-4216,(760) 524-9904,34.515,-117.318,https://www.costco.com/warehouse-locations/victorville-california-1010.html
California,Visalia,1405 W Cameron Ave,93277-9527,(559) 735-2400,36.293,-119.307,https://www.costco.com/warehouse-locations/visalia-california-1017.html
California,Vista,1755 Hacienda Dr,92081-4546,(760) 631-7255,33.188,-117.277,https://www.costco.com/warehouse-locations/vista-california-124.html
California,Westlake Village,5700 Lindero Canyon Rd,91362-4063,(818) 597-3901,34.152,-118.797,https://www.costco.com/warehouse-locations/westlake-village-california-117.html
California,Westminster,13225 Beach Blvd,92683-9210,(657) 400-7006,33.769,-117.993,https://www.costco.com/warehouse-locations/westminster-california-943.html
California,Woodland,2299 Bronze Star Dr,95776-5409,(530) 406-2120,38.672,-121.723,https://www.costco.com/warehouse-locations/woodland-california-1003.html
California,Woodland Hills,21800 Victory Blvd,91367-2227,(818) 884-9099,34.186,-118.603,https://www.costco.com/warehouse-locations/woodland-hills-california-1205.html
California,Yorba Linda,22633 Savi Ranch Pkwy,92887-4647,(714) 282-6650,33.875,-117.744,https://www.costco.com/warehouse-locations/yorba-linda-california-445.html
Colorado,Arvada,5195 Wadsworth Blvd,80002-4617,(303) 463-3603,39.789,-105.083,https://www.costco.com/warehouse-locations/arvada-colorado-676.html
Colorado,Aurora,1471 S Havana St,80012-4013,(303) 750-2116,39.69,-104.868,https://www.costco.com/warehouse-locations/aurora-colorado-439.html
Colorado,Denver,400 S Zuni St,80223-1969,(303) 830-4529,39.709,-105.014,https://www.costco.com/warehouse-locations/denver-colorado-650.html
Colorado,Littleton,8686 Park Meadows Center Dr,80124-5129,(303) 708-0012,39.558,-104.877,https://www.costco.com/warehouse-locations/littleton-colorado-468.html
Colorado,Colorado Springs,5885 Barnes Rd,80922-3512,(719) 591-3002,38.892,-104.717,https://www.costco.com/warehouse-locations/colorado-springs-colorado-1014.html
Colorado,Gypsum,170 Cooley Mesa Rd,81637-9707,(970) 328-7603,39.645,-106.891,https://www.costco.com/warehouse-locations/gypsum-colorado-637.html
Colorado,Longmont,205 East Ken Pratt Blvd,80501,(303) 827-2534,40.152,-105.085,https://www.costco.com/warehouse-locations/longmont-colorado-1628.html
Colorado,Denver,4741 N Airport Way,80239,(303) 957-3500,39.781,-104.796,https://www.costco.com/warehouse-locations/denver-colorado-1652.html
Colorado,Parker,18414 Cottonwood Dr,80138-8876,(303) 583-1939,39.556,-104.775,https://www.costco.com/warehouse-locations/parker-colorado-1022.html
Colorado,Littleton,7900 W Quincy Ave,80123-1350,(303) 933-4931,39.637,-105.086,https://www.costco.com/warehouse-locations/littleton-colorado-443.html
Colorado,Sheridan,4000 River Point Pkwy,80110-3316,(303) 200-1830,39.644,-105.007,https://www.costco.com/warehouse-locations/sheridan-colorado-1027.html
Colorado,Superior,600 Marshall Rd,80027-9730,(720) 587-1000,39.959,-105.174,https://www.costco.com/warehouse-locations/superior-colorado-480.html
Colorado,Thornton,16375 N. Washington St,80023-8907,(303) 474-3247,39.991,-104.983,https://www.costco.com/warehouse-locations/thornton-colorado-629.html
Colorado,Timnath,4705 Weitzel St,80547-4703,(970) 416-6115,40.521,-104.99,https://www.costco.com/warehouse-locations/timnath-colorado-1178.html
Colorado,Colorado Springs,5050 N Nevada Ave,80918-8602,(719) 264-5010,38.905,-104.821,https://www.costco.com/warehouse-locations/colorado-springs-colorado-1030.html
Colorado,Westminster,6400 W 92Nd Ave,80031-2952,(303) 650-1476,39.862,-105.066,https://www.costco.com/warehouse-locations/westminster-colorado-440.html
Connecticut,Brookfield,200 Federal Rd,06804-2514,(203) 740-7623,41.442,-73.406,https://www.costco.com/warehouse-locations/brookfield-connecticut-304.html
Connecticut,East Lyme,284 Flanders Rd,06333-1710,(860) 691-9647,41.36,-72.214,https://www.costco.com/warehouse-locations/east-lyme-connecticut-1372.html
Connecticut,Enfield,75 Freshwater Blvd,06082-3854,(860) 394-2000,41.993,-72.576,https://www.costco.com/warehouse-locations/enfield-connecticut-780.html
Connecticut,Milford,1718 Boston Post Rd,06460-2718,(203) 882-8881,41.251,-73.025,https://www.costco.com/warehouse-locations/milford-connecticut-312.html
Connecticut,New Britain,405 Hartford Rd,06053-1507,(860) 893-7001,41.71,-72.763,https://www.costco.com/warehouse-locations/new-britain-connecticut-1196.html
Connecticut,Norwalk,779 Connecticut Avenue,06854-1615,(203) 822-2003,41.092,-73.452,https://www.costco.com/warehouse-locations/norwalk-connecticut-324.html
Connecticut,South Windsor,1220 Tamarack Ave,06074,(860) 474-4031,41.818,-72.556,https://www.costco.com/warehouse-locations/south-windsor-connecticut-1493.html
Connecticut,Waterbury,3600 E Main St,06705-3851,(203) 596-9967,41.54,-72.968,https://www.costco.com/warehouse-locations/waterbury-connecticut-313.html
Delaware,Newark,900 Center Blvd,19702-3221,(302) 894-0511,39.677,-75.648,https://www.costco.com/warehouse-locations/newark-delaware-246.html
District of Columbia,Washington,2441 Market St Ne,20018-3840,(202) 269-8540,38.921,-76.951,https://www.costco.com/warehouse-locations/washington-district of columbia-1120.html
Florida,Altamonte Springs,741 Orange Ave,32714-3031,(407) 786-7802,28.661,-81.418,https://www.costco.com/warehouse-locations/altamonte-springs-florida-183.html
Florida,Boca Raton,17800 Congress Ave,33487-1200,(561) 981-5004,26.412,-80.101,https://www.costco.com/warehouse-locations/boca-raton-florida-345.html
Florida,Bradenton,805 Lighthouse Drive,34212,(941) 213-0747,27.495,-82.47,https://www.costco.com/warehouse-locations/bradenton-florida-1364.html
Florida,Brandon,10921 Causeway Blvd,33511-1997,(813) 952-0103,27.921,-82.331,https://www.costco.com/warehouse-locations/brandon-florida-358.html
Florida,Clearwater,2655 Gulf To Bay Blvd,33759-4936,(727) 373-1951,27.957,-82.728,https://www.costco.com/warehouse-locations/clearwater-florida-336.html
Florida,Clermont,4600 Collina Terrace,34711,(689) 407-3663,28.548,-81.667,https://www.costco.com/warehouse-locations/clermont-florida-1649.html
Florida,Coral Springs,4621 Coral Ridge Dr.,33076-2200,(954) 715-8240,26.289,-80.28,https://www.costco.com/warehouse-locations/coral-springs-florida-1323.html
Florida,Davie,1890 S University Dr,33324-5808,(954) 370-8990,26.097,-80.248,https://www.costco.com/warehouse-locations/davie-florida-91.html
Florida,Daytona Beach,150 Pit Road,32114,(386) 267-3200,29.191,-81.072,https://www.costco.com/warehouse-locations/daytona-beach-florida-1681.html
Florida,Jacksonville,4901 Gate Pkwy,32246-4405,(904) 997-7003,30.252,-81.534,https://www.costco.com/warehouse-locations/jacksonville-florida-357.html
Florida,Winter Park,3333 University Blvd,32792-7428,(407) 681-2119,28.599,-81.3,https://www.costco.com/warehouse-locations/winter-park-florida-185.html
Florida,Fort Myers,10088 Gulf Center Dr,33913-8961,(239) 433-7240,26.49,-81.786,https://www.costco.com/warehouse-locations/fort-myers-florida-621.html
Florida,Fort Myers,7171 Cypress Lake Dr,33907-6521,(239) 415-3806,26.545,-81.874,https://www.costco.com/warehouse-locations/fort-myers-florida-351.html
Florida,Miami,13450 Sw 120Th St,33186-7393,(305) 964-4227,25.654,-80.413,https://www.costco.com/warehouse-locations/miami-florida-1023.html
Florida,Lantana,1873 Lantana Rd,33462-2601,(561) 533-0958,26.589,-80.071,https://www.costco.com/warehouse-locations/lantana-florida-180.html
Florida,Melbourne,4305 Pineda Causeway,32940,(321) 428-2910,28.189,-80.72,https://www.costco.com/warehouse-locations/melbourne-florida-1450.html
Florida,Miami,7795 West Flagler Street,33144-2359,(786) 482-7135,25.775,-80.322,https://www.costco.com/warehouse-locations/miami-florida-1229.html
Florida,Miami Lakes,16580 Nw 59Th Ave,33014-5611,(305) 825-9818,25.923,-80.299,https://www.costco.com/warehouse-locations/miami-lakes-florida-181.html
Florida,North Miami,14800 Sole Mia Way,33181,(305) 944-8711,25.912,-80.154,https://www.costco.com/warehouse-locations/north-miami-florida-1332.html
Florida,Naples,6275 Naples Blvd,34109-2030,(239) 596-6404,26.22,-81.775,https://www.costco.com/warehouse-locations/naples-florida-354.html
Florida,North Port,11700 Mezzo Drive,34293-1254,(941) 548-4712,27.04,-82.307,https://www.costco.com/warehouse-locations/north-port-florida-1682.html
Florida,Orlando,2101 Waterbridge Blvd,32837-9283,(407) 586-7271,28.404,-81.406,https://www.costco.com/warehouse-locations/orlando-florida-651.html
Florida,Palm Beach Gardens,3250 Northlake Blvd,33403-1702,(561) 776-3052,26.807,-80.088,https://www.costco.com/warehouse-locations/palm-beach-gardens-florida-93.html
Florida,Pembroke Pines,15915 Pines Blvd,33027-1201,(954) 266-3460,26.01,-80.36,https://www.costco.com/warehouse-locations/pembroke-pines-florida-742.html
Florida,Pompano Beach,1800 W Sample Rd,33064-1324,(954) 968-7114,26.273,-80.149,https://www.costco.com/warehouse-locations/pompano-beach-florida-88.html
Florida,Royal Palm Beach,11001 Southern Blvd,33411-4240,(561) 803-8822,26.683,-80.221,https://www.costco.com/warehouse-locations/royal-palm-beach-florida-623.html
Florida,Orlando,4696 Gardens Park Blvd,32839-2171,(407) 586-7221,28.496,-81.425,https://www.costco.com/warehouse-locations/orlando-florida-1235.html
Florida,Sarasota,8201 S Tamiami Trl Unit 501,34238-2966,(941) 554-2800,27.235,-82.491,https://www.costco.com/warehouse-locations/sarasota-florida-1123.html
Florida,St. Augustine,215 World Commerce Parkway,32092,(904) 687-1299,29.982,-81.463,https://www.costco.com/warehouse-locations/st.-augustine-florida-1615.html
Florida,Tallahassee,4067 Lagniappe Way,32317-1201,(850) 219-2500,30.461,-84.213,https://www.costco.com/warehouse-locations/tallahassee-florida-1026.html
Florida,Jacksonville,8000 Parramore Rd,32244-5704,(904) 479-7521,30.202,-81.757,https://www.costco.com/warehouse-locations/jacksonville-florida-1294.html
Florida,Tampa,8712 W Linebaugh Ave,33625-3713,(813) 616-7001,28.042,-82.58,https://www.costco.com/warehouse-locations/tampa-florida-1262.html
Florida,Lutz,2225 Grand Cypress Dr,33559-6797,(813) 279-7031,28.189,-82.394,https://www.costco.com/warehouse-locations/lutz-florida-1249.html
Georgia,Alpharetta,2855 Jordan Ct,30004-3869,(678) 823-4950,34.091,-84.278,https://www.costco.com/warehouse-locations/alpharetta-georgia-743.html
Georgia,Athens,5550 Parkway Blvd,30606,(706) 247-8134,33.92,-83.457,https://www.costco.com/warehouse-locations/athens-georgia-1621.html
Georgia,Augusta,825 Cabela Dr,30909-8202,(706) 739-1700,33.525,-82.02,https://www.costco.com/warehouse-locations/augusta-georgia-1102.html
Georgia,Atlanta,500 Brookhaven Ave Ne,30319-3291,(404) 460-1915,33.873,-84.336,https://www.costco.com/warehouse-locations/atlanta-georgia-1084.html
Georgia,Atlanta,2900 Cumberland Mall Se,30339-8107,(770) 431-1700,33.881,-84.471,https://www.costco.com/warehouse-locations/atlanta-georgia-631.html
Georgia,Cumming,1211 Bald Ridge Marina Rd,30041-8484,(470) 239-6610,34.213,-84.116,https://www.costco.com/warehouse-locations/cumming-georgia-1175.html
Georgia,Dallas,1715 Charles Hardy Pkwy,30157,(404) 806-4595,33.921,-84.764,https://www.costco.com/warehouse-locations/dallas-georgia-1389.html
Georgia,Ringgold,100 Cobb Pkwy,30736-8566,(706) 891-2579,34.968,-85.194,https://www.costco.com/warehouse-locations/ringgold-georgia-1083.html
Georgia,Duluth,3980 Venture Dr,30096-5077,(770) 622-1330,33.948,-84.143,https://www.costco.com/warehouse-locations/duluth-georgia-187.html
Georgia,Buford,1550 Mall Of Georgia Blvd,30519-6551,(678) 288-3009,34.062,-83.996,https://www.costco.com/warehouse-locations/buford-georgia-366.html
Georgia,Morrow,1700 Mount Zion Rd,30260-3014,(678) 201-0003,33.572,-84.334,https://www.costco.com/warehouse-locations/morrow-georgia-579.html
Georgia,Atlanta,6350 Peachtree Dunwoody Rd,30328-4568,(770) 352-8660,33.929,-84.354,https://www.costco.com/warehouse-locations/atlanta-georgia-188.html
Georgia,Pooler,200 Mosaic Circle,31322,(912) 348-4569,32.081,-81.277,https://www.costco.com/warehouse-locations/pooler-georgia-1485.html
Georgia,Sharpsburg,40 Fischer Crossings Dr,30277,(678) 621-8594,33.4,-84.622,https://www.costco.com/warehouse-locations/sharpsburg-georgia-1361.html
Georgia,Mcdonough,2245 Jodeco Road,30253,(678) 272-3288,33.481,-84.219,https://www.costco.com/warehouse-locations/mcdonough-georgia-1675.html
Georgia,Kennesaw,645 Barrett Parkway Nw,30144-4922,(770) 794-1767,34.005,-84.57,https://www.costco.com/warehouse-locations/kennesaw-georgia-189.html
Georgia,Woodstock,113 Lincoln St,30188-7800,(770) 694-7193,34.12,-84.516,https://www.costco.com/warehouse-locations/woodstock-georgia-1295.html
Hawaii,Honolulu,333 A Keahole Street,96825-3406,(808) 396-5538,21.284,-157.71,https://www.costco.com/warehouse-locations/honolulu-hawaii-120.html
Hawaii,Honolulu,525 Alakawa St,96817-5764,(808) 526-6100,21.318,-157.87,https://www.costco.com/warehouse-locations/honolulu-hawaii-687.html
Hawaii,Kapolei,4589 Kapolei Pkwy,96707-1879,(808) 674-3900,21.327,-158.088,https://www.costco.com/warehouse-locations/kapolei-hawaii-1038.html
Hawaii,Lihue,4300 Nuhou St.,96766-8002,(808) 241-4000,21.967,-159.381,https://www.costco.com/warehouse-locations/lihue-hawaii-640.html
Hawaii,Kailua Kona,73-5600 Maiau St,96740-2630,(808) 331-4800,19.685,-156.017,https://www.costco.com/warehouse-locations/kailua-kona-hawaii-140.html
Hawaii,Kahului,540 Haleakala Hwy,96732-2302,(808) 877-5241,20.887,-156.45,https://www.costco.com/warehouse-locations/kahului-hawaii-119.html
Hawaii,Pearl City,98-600 Kamehameha Hwy,96782,(808) 204-2845,21.392,-157.962,https://www.costco.com/warehouse-locations/pearl-city-hawaii-1698.html
Hawaii,Waipahu,94-1231 Ka Uka Blvd,96797-4495,(808) 678-6103,21.427,-158.0,https://www.costco.com/warehouse-locations/waipahu-hawaii-485.html
Idaho,Boise,2051 S Cole Rd,83709-2815,(208) 321-8700,43.586,-116.276,https://www.costco.com/warehouse-locations/boise-idaho-761.html
Idaho,Coeur D' Alene,355 E Neider Ave,83815-3723,(208) 676-7351,47.709,-116.783,https://www.costco.com/warehouse-locations/coeur-d'-alene-idaho-773.html
Idaho,Idaho Falls,2495 E. Lincoln Road,83401,(986) 497-3149,43.513,-111.985,https://www.costco.com/warehouse-locations/idaho-falls-idaho-1379.html
Idaho,Meridian,3403 W. Chinden Blvd,83646,(986) 200-4136,43.661,-116.436,https://www.costco.com/warehouse-locations/meridian-idaho-1343.html
Idaho,Nampa,16700 N Market Place Blvd,83687-7909,(208) 465-3800,43.615,-116.59,https://www.costco.com/warehouse-locations/nampa-idaho-734.html
Idaho,Pocatello,305 W Quinn Rd,83201-4988,(208) 238-4040,42.905,-112.455,https://www.costco.com/warehouse-locations/pocatello-idaho-1033.html
Idaho,Twin Falls,731 Pole Line Rd,83301-3036,(208) 736-1550,42.593,-114.464,https://www.costco.com/warehouse-locations/twin-falls-idaho-145.html
Illinois,Chicago,7300 S Cicero Ave,60629-5817,(708) 552-9010,41.759,-87.745,https://www.costco.com/warehouse-locations/chicago-illinois-580.html
Illinois,Bloomingdale,505 W Army Trail Rd,60108-1391,(630) 351-3059,41.941,-88.134,https://www.costco.com/warehouse-locations/bloomingdale-illinois-371.html
Illinois,Bolingbrook,830 E Boughton Rd,60440-2355,(630) 410-0702,41.728,-88.032,https://www.costco.com/warehouse-locations/bolingbrook-illinois-1088.html
Illinois,Champaign,2002 N. Neil St,61820,(217) 600-6538,40.141,-88.245,https://www.costco.com/warehouse-locations/champaign-illinois-1384.html
Illinois,Chicago,1430 S Ashland Ave,60608-2040,(312) 492-3609,41.863,-87.668,https://www.costco.com/warehouse-locations/chicago-illinois-1107.html
Illinois,East Peoria,301 W Washington St,61611-2036,(309) 427-2930,40.669,-89.585,https://www.costco.com/warehouse-locations/east-peoria-illinois-1126.html
Illinois,Glenview,2900 Patriot Blvd,60026-8046,(847) 730-1003,42.109,-87.822,https://www.costco.com/warehouse-locations/glenview-illinois-348.html
Illinois,Lake In The Hills,250 N Randall Rd,60156-5943,(847) 960-9910,42.179,-88.339,https://www.costco.com/warehouse-locations/lake-in-the-hills-illinois-774.html
Illinois,Lake Zurich,680 S Rand Rd,60047-3409,(847) 540-3050,42.187,-88.093,https://www.costco.com/warehouse-locations/lake-zurich-illinois-378.html
Illinois,Chicago,2746 N Clybourn Ave,60614-1006,(773) 360-2053,41.93,-87.677,https://www.costco.com/warehouse-locations/chicago-illinois-380.html
Illinois,Loves Park,5000 Stadium Drive,61111,(779) 513-8397,42.321,-88.961,https://www.costco.com/warehouse-locations/loves-park-illinois-1353.html
Illinois,Melrose Park,8400 W North Ave,60160-1607,(708) 397-2905,41.91,-87.836,https://www.costco.com/warehouse-locations/melrose-park-illinois-1085.html
Illinois,Mettawa,25901 Riverwoods Rd,60045-3403,(847) 235-1302,42.237,-87.903,https://www.costco.com/warehouse-locations/mettawa-illinois-1074.html
Illinois,Mount Prospect,999 N Elmhurst Rd,60056-1133,(847) 660-2000,42.083,-87.933,https://www.costco.com/warehouse-locations/mount-prospect-illinois-779.html
Illinois,Naperville,1255 East Ogden Ave,60563,(331) 215-5612,41.798,-88.124,https://www.costco.com/warehouse-locations/naperville-illinois-1443.html
Illinois,Naperville,1320 S Route 59,60564-5944,(630) 328-2900,41.746,-88.204,https://www.costco.com/warehouse-locations/naperville-illinois-342.html
Illinois,Niles,7311 N Melvina Ave,60714-3905,(847) 972-3003,42.015,-87.78,https://www.costco.com/warehouse-locations/niles-illinois-383.html
Illinois,North Riverside,2500 South Harlem Ave,60546-1415,(708) 853-1017,41.844,-87.806,https://www.costco.com/warehouse-locations/north-riverside-illinois-1153.html
Illinois,Oak Brook,1901 W 22Nd St,60523-1759,(630) 928-0235,41.845,-87.965,https://www.costco.com/warehouse-locations/oak-brook-illinois-388.html
Illinois,Orland Park,9915 W 159Th St,60467-4572,(708) 645-5336,41.6,-87.861,https://www.costco.com/warehouse-locations/orland-park-illinois-647.html
Illinois,Plainfield,16261 S. Boulevard Place,60586,(815) 676-1170,41.587,-88.169,https://www.costco.com/warehouse-locations/plainfield-illinois-1388.html
Illinois,Schaumburg,1375 N Meacham Rd,60173-4805,(847) 969-0790,42.055,-88.042,https://www.costco.com/warehouse-locations/schaumburg-illinois-387.html
Illinois,Saint Charles,221 S Randall Rd,60174-1524,(630) 549-2024,41.909,-88.342,https://www.costco.com/warehouse-locations/saint-charles-illinois-1040.html
Indiana,Avon,8816 Dr. Charles Nelson Drive,46123,(317) 286-4742,39.766,-86.365,https://www.costco.com/warehouse-locations/avon-indiana-1577.html
Indiana,Indianapolis,6110 E 86Th St,46250-3507,(317) 558-1453,39.914,-86.062,https://www.costco.com/warehouse-locations/indianapolis-indiana-346.html
Indiana,Evansville,1201 Cross Pointe Pl,47715-9168,(812) 909-6572,37.988,-87.462,https://www.costco.com/warehouse-locations/evansville-indiana-1331.html
Indiana,Fort Wayne,5110 Value Dr,46808-4048,(260) 481-1100,41.126,-85.158,https://www.costco.com/warehouse-locations/fort-wayne-indiana-1161.html
Indiana,Indianapolis,9010 Michigan Rd,46268-3184,(317) 532-1608,39.917,-86.227,https://www.costco.com/warehouse-locations/indianapolis-indiana-347.html
Indiana,Merrillville,1310 E 79Th Ave,46410-5768,(219) 641-6400,41.475,-87.322,https://www.costco.com/warehouse-locations/merrillville-indiana-370.html
Indiana,Granger,625 E University Dr,46530-7381,(574) 401-7004,41.719,-86.172,https://www.costco.com/warehouse-locations/granger-indiana-1183.html
Indiana,Noblesville,14775 North Pointe Blvd,46060,(463) 238-2013,40.004,-86.003,https://www.costco.com/warehouse-locations/noblesville-indiana-1666.html
Indiana,Indianapolis,4628 E County Line Rd,46237-9105,(317) 360-7076,39.638,-86.089,https://www.costco.com/warehouse-locations/indianapolis-indiana-1227.html
Iowa,Ankeny,4000 Ne Spectrum Drive,50021,(515) 686-8709,41.762,-93.567,https://www.costco.com/warehouse-locations/ankeny-iowa-1630.html
Iowa,Coralville,2900 Heartland Dr,52241-2740,(319) 545-3200,41.699,-91.616,https://www.costco.com/warehouse-locations/coralville-iowa-1111.html
Iowa,Davenport,2790 E 53Rd St,52807-3007,(563) 893-7004,41.577,-90.534,https://www.costco.com/warehouse-locations/davenport-iowa-1325.html
Iowa,West Des Moines,7205 Mills Civic Pkwy,50266-8140,(515) 222-2920,41.563,-93.805,https://www.costco.com/warehouse-locations/west-des-moines-iowa-788.html
Kansas,Lenexa,9350 Marshall Dr,66215-3845,(913) 227-3703,38.958,-94.733,https://www.costco.com/warehouse-locations/lenexa-kansas-349.html
Kansas,Overland Park,12221 Blue Valley Pkwy,66213-2640,(913) 217-2050,38.907,-94.671,https://www.costco.com/warehouse-locations/overland-park-kansas-369.html
Kansas,Wichita,9700 E Kellogg,67207-1821,(316) 226-7142,37.68,-97.224,https://www.costco.com/warehouse-locations/wichita-kansas-1200.html
Kentucky,Florence,800 Heights Blvd,41042-1415,(859) 568-7000,38.989,-84.645,https://www.costco.com/warehouse-locations/florence-kentucky-1197.html
Kentucky,Lexington,1500 Fitzgerald Ct,40509-8307,(859) 245-3620,38.025,-84.41,https://www.costco.com/warehouse-locations/lexington-kentucky-1156.html
Kentucky,Louisville,3408 Bardstown Rd,40218-4608,(502) 912-9869,38.204,-85.669,https://www.costco.com/warehouse-locations/louisville-kentucky-1238.html
Kentucky,Louisville,5020 Norton Healthcare Blvd,40241-2835,(502) 420-0160,38.316,-85.573,https://www.costco.com/warehouse-locations/louisville-kentucky-634.html
Louisiana,Baton Rouge,10000 Dawnadele Ave Bldg A,70809-2591,(225) 295-4600,30.419,-91.074,https://www.costco.com/warehouse-locations/baton-rouge-louisiana-1172.html
Louisiana,Covington,4001 Pinnacle Pkwy,70433-6052,(985) 249-2389,30.447,-90.131,https://www.costco.com/warehouse-locations/covington-louisiana-1670.html
Louisiana,Lafayette,201 Meadow Farm Rd,70508-7277,(337) 541-7025,30.156,-92.043,https://www.costco.com/warehouse-locations/lafayette-louisiana-1201.html
